43,T8_FARM_DIREBEAR_BABY,DirebearCub
44,T7_FARM_SWAMPDRAGON_BABY,SwampDragonPup
45,T8_FARM_MAMMOTH_BABY,MammothCalf
46,T5_FARM_COUGAR_BABY,SwiftclawCub
47,T8_FARM_DIREWOLF_BABY,GhostwolfPup
48,T4_FARM_GIANTSTAG_BABY,Adept'sFawn
49,T6_FARM_GIANTSTAG_BABY,Master'sFawn
50,T6_FARM_GIANTSTAG_MOOSE_BABY,MooseCalf
51,T8_FARM_RABBIT_EASTER_BABY,VibrantSpringCottontailEgg
52,T8_FARM_RABBIT_EASTER_GROWN,TameSpringCottontail
53,T5_FARM_MOABIRD_FW_BRIDGEWATCH_BABY,BabyMoabird
54,T5_FARM_DIREBEAR_FW_FORTSTERLING_BABY,WinterBearCub
55,T5_FARM_DIREBOAR_FW_LYMHURST_BABY,WildBoarlet
56,T5_FARM_RAM_FW_MARTLOCK_BABY,BighornRamLamb
57,T5_FARM_SWAMPDRAGON_FW_THETFORD_BABY,BabySwampSalamander
58,T5_FARM_GREYWOLF_FW_CAERLEON_BABY,CaerleonGreywolfPup
59,T8_FARM_MOABIRD_FW_BRIDGEWATCH_BABY,BabyEliteTerrorbird
60,T8_FARM_DIREBEAR_FW_FORTSTERLING_BABY,EliteWinterBearCub
61,T8_FARM_DIREBOAR_FW_LYMHURST_BABY,EliteWildBoarlet
62,T8_FARM_RAM_FW_MARTLOCK_BABY,EliteBighornRamLamb
63,T8_FARM_SWAMPDRAGON_FW_THETFORD_BABY,BabyEliteSwampSalamander
64,T8_FARM_GREYWOLF_FW_CAERLEON_BABY,EliteGreywolfPup
65,T6_FARM_DIREWOLF_GROWN,TameDirewolf
66,T7_FARM_DIREBOAR_GROWN,TameDireboar
67,T8_FARM_DIREBEAR_GROWN,TameDirebear
68,T7_FARM_SWAMPDRAGON_GROWN,TameSwampDragon
69,T8_FARM_MAMMOTH_GROWN,TameMammoth
70,T5_FARM_COUGAR_GROWN,TameSwiftclaw
71,T8_FARM_DIREWOLF_GROWN,TameGhostwolf
72,T4_FARM_GIANTSTAG_GROWN,Adept'sTameGiantStag
73,T6_FARM_GIANTSTAG_GROWN,Master'sTameGiantStag
74,T6_FARM_GIANTSTAG_MOOSE_GROWN,TameMoose
75,T5_FARM_MOABIRD_FW_BRIDGEWATCH_GROWN,TameMoabird
76,T5_FARM_DIREBEAR_FW_FORTSTERLING_GROWN,TameWinterBear
77,T5_FARM_DIREBOAR_FW_LYMHURST_GROWN,TameWildBoar
78,T5_FARM_RAM_FW_MARTLOCK_GROWN,TameBighornRam
79,T5_FARM_SWAMPDRAGON_FW_THETFORD_GROWN,TameSwampSalamander
80,T5_FARM_GREYWOLF_FW_CAERLEON_GROWN,TameGreywolf
81,T8_FARM_MOABIRD_FW_BRIDGEWATCH_GROWN,TameEliteTerrorbird
82,T8_FARM_DIREBEAR_FW_FORTSTERLING_GROWN,TameEliteWinterBear
83,T8_FARM_DIREBOAR_FW_LYMHURST_GROWN,TameEliteWildBoar
84,T8_FARM_RAM_FW_MARTLOCK_GROWN,TameEliteBighornRam
85,T8_FARM_SWAMPDRAGON_FW_THETFORD_GROWN,TameEliteSwampSalamander
86,T8_FARM_GREYWOLF_FW_CAERLEON_GROWN,TameEliteGreywolf
87,T3_FARM_CHICKEN_BABY,BabyChickens
88,T4_FARM_GOAT_BABY,Kid
89,T5_FARM_GOOSE_BABY,Gosling
90,T6_FARM_SHEEP_BABY,Lamb
91,T7_FARM_PIG_BABY,Piglet
92,T8_FARM_COW_BABY,Calf
93,T3_FARM_CHICKEN_GROWN,Chicken
94,T4_FARM_GOAT_GROWN,Goat
95,T5_FARM_GOOSE_GROWN,Goose
96,T6_FARM_SHEEP_GROWN,Sheep
97,T7_FARM_PIG_GROWN,Pig
98,T8_FARM_COW_GROWN,Cow
99,T6_MOUNTUPGRADE_GIANTSTAG_XMAS,DecorativeStagBridle
100,UNIQUE_MOUNTUPGRADE_RAM_XMAS,DecorativeRamBridle
101,T5_MOUNTUPGRADE_HORSE_CURSE,NecromanticElixir
102,T8_MOUNTUPGRADE_HORSE_CURSE,SpectralMask
103,T8_MOUNTUPGRADE_COUGAR_KEEPER,SacredBoneMarrow
104,T5_MOUNTUPGRADE_HORSE_MORGANA,MorganaMareSaddle
105,T8_MOUNTUPGRADE_HORSE_MORGANA,InfernalHorseshoes
106,T1_CARROT,Carrots
107,T2_BEAN,Beans
108,T3_WHEAT,SheafofWheat
109,T4_TURNIP,Turnips
110,T5_CABBAGE,Cabbage
111,T6_POTATO,Potatoes
112,T7_CORN,BundleofCorn
113,T8_PUMPKIN,Pumpkin
114,T2_AGARIC,ArcaneAgaric
115,T3_COMFREY,BrightleafComfrey
116,T4_BURDOCK,CrenellatedBurdock
117,T5_TEASEL,DragonTeasel
118,T6_FOXGLOVE,ElusiveFoxglove
119,T7_MULLEIN,FiretouchedMullein
120,T8_YARROW,GhoulYarrow
121,T3_EGG,HenEggs
122,T4_MILK,Goat'sMilk
123,T5_EGG,GooseEggs
124,T6_MILK,Sheep'sMilk
125,T8_MILK,Cow'sMilk
126,T1_FISH_FRESHWATER_ALL_COMMON,CommonRudd
127,T2_FISH_FRESHWATER_ALL_COMMON,StripedCarp
128,T3_FISH_FRESHWATER_ALL_COMMON,AlbionPerch
129,T4_FISH_FRESHWATER_ALL_COMMON,BluescalePike
130,T5_FISH_FRESHWATER_ALL_COMMON,SpottedTrout
131,T6_FISH_FRESHWATER_ALL_COMMON,BrightscaleZander
132,T7_FISH_FRESHWATER_ALL_COMMON,DanglemouthCatfish
133,T8_FISH_FRESHWATER_ALL_COMMON,RiverSturgeon
134,T1_FISH_SALTWATER_ALL_COMMON,CommonHerring
135,T2_FISH_SALTWATER_ALL_COMMON,StripedMackerel
136,T3_FISH_SALTWATER_ALL_COMMON,FlatshorePlaice
137,T4_FISH_SALTWATER_ALL_COMMON,BluescaleCod
138,T5_FISH_SALTWATER_ALL_COMMON,SpottedWolffish
139,T6_FISH_SALTWATER_ALL_COMMON,StrongfinSalmon
140,T7_FISH_SALTWATER_ALL_COMMON,BluefinTuna
141,T8_FISH_SALTWATER_ALL_COMMON,SteelscaleSwordfish
142,T3_FISH_FRESHWATER_FOREST_RARE,GreenriverEel
143,T5_FISH_FRESHWATER_FOREST_RARE,RedspringEel
144,T7_FISH_FRESHWATER_FOREST_RARE,DeadwaterEel
145,T3_FISH_FRESHWATER_MOUNTAIN_RARE,UplandColdeye
146,T5_FISH_FRESHWATER_MOUNTAIN_RARE,MountainBlindeye
147,T7_FISH_FRESHWATER_MOUNTAIN_RARE,FrostpeakDeadeye
148,T3_FISH_FRESHWATER_HIGHLANDS_RARE,StonestreamLurcher
149,T5_FISH_FRESHWATER_HIGHLANDS_RARE,RushwaterLurcher
150,T7_FISH_FRESHWATER_HIGHLANDS_RARE,ThunderfallLurcher
151,T3_FISH_FRESHWATER_STEPPE_RARE,LowriverCrab
152,T5_FISH_FRESHWATER_STEPPE_RARE,DrybrookCrab
153,T7_FISH_FRESHWATER_STEPPE_RARE,DustholeCrab
154,T3_FISH_FRESHWATER_SWAMP_RARE,GreenmoorClam
155,T5_FISH_FRESHWATER_SWAMP_RARE,MurkwaterClam
156,T7_FISH_FRESHWATER_SWAMP_RARE,BlackbogClam
157,T3_FISH_SALTWATER_ALL_RARE,ShallowshoreSquid
158,T5_FISH_SALTWATER_ALL_RARE,MidwaterOctopus
159,T7_FISH_SALTWATER_ALL_RARE,DeepwaterKraken
160,T3_FISH_FRESHWATER_AVALON_RARE,WhitefogSnapper
161,T5_FISH_FRESHWATER_AVALON_RARE,ClearhazeSnapper
162,T7_FISH_FRESHWATER_AVALON_RARE,PuremistSnapper
163,T1_SEAWEED,Seaweed
164,T8_FISH_SALTWATER_ALL_BOSS_SHARK,Shark
165,T1_FISHCHOPS,ChoppedFish
166,T1_FISHSAUCE_LEVEL1,BasicFishSauce
167,T1_FISHSAUCE_LEVEL2,FancyFishSauce
168,T1_FISHSAUCE_LEVEL3,SpecialFishSauce
169,TREASURE_KNOWLEDGE_RARITY1,CorruptedScroll
170,TREASURE_KNOWLEDGE_RARITY2,ThinBooklet
171,TREASURE_KNOWLEDGE_RARITY3,AncientTome
172,TREASURE_SILVERWARE_RARITY1,SilverCup
173,TREASURE_SILVERWARE_RARITY2,SilverMirror
174,TREASURE_SILVERWARE_RARITY3,SilverCandelabrum
175,TREASURE_DECORATIVE_RARITY1,SimpleStoneToy
176,TREASURE_DECORATIVE_RARITY2,StoneMask
177,TREASURE_DECORATIVE_RARITY3,StoneIdol
178,TREASURE_CEREMONIAL_RARITY1,OrnamentalScepter
179,TREASURE_CEREMONIAL_RARITY2,GlobusCruciger
180,TREASURE_CEREMONIAL_RARITY3,GoldenCrown
181,TREASURE_TRIBAL_RARITY1,FeatherTalisman
182,TREASURE_TRIBAL_RARITY2,Dreamcatcher
183,TREASURE_TRIBAL_RARITY3,HolyFetish
184,TREASURE_RITUAL_RARITY1,RitualCandles
185,TREASURE_RITUAL_RARITY2,BloodChalice
186,TREASURE_RITUAL_RARITY3,SacrificialDagger
187,TREASURE_AVALON_RARITY1,GoldenFrame
188,TREASURE_AVALON_RARITY2,GoldenGyroscope
189,TREASURE_AVALON_RARITY3,GoldenSextant
190,QUESTITEM_TUTORIAL_HERETIC_PLANS
191,QUESTITEM_TRANSFER_LETTER,LetterofTransfer
192,QUESTITEM_LIGHT_BLUEPRINTS,Delivery,Blueprints
193,QUESTITEM_LIGHT_MANUSCRIPTS,Delivery,ArtisticManuscripts
194,QUESTITEM_LIGHT_SURVEYS,Delivery,GeomanticSurveys
195,QUESTITEM_HEAVY_MORTAR,Delivery,Mortar
196,QUESTITEM_HEAVY_CRATE,Delivery,Crates
197,QUESTITEM_HEAVY_BARREL,Delivery,Barrels
198,QUESTITEM_LIGHT_FUR,Delivery,HeavyFur
199,QUESTITEM_LIGHT_THEPACKAGE,Delivery,"ThePackage"
200,QUESTITEM_LIGHT_PATROLROUTE,Delivery,PatrolRoute
201,QUESTITEM_HEAVY_MOONSHINE,Delivery,GeofftheBrigand'sAll-NaturalEnrichedMoonshine
202,QUESTITEM_LIGHT_KITTENS,Delivery,SackofKittens
203,QUESTITEM_LIGHT_BEES,Delivery,Beehives
204,QUESTITEM_LIGHT_OLDCLOTHES,Delivery,OldClothes
205,QUESTITEM_HEAVY_FARMTOOLS,Delivery,FarmyardTools
206,QUESTITEM_HEAVY_MANURE,Delivery,PileofManure
207,QUESTITEM_LIGHT_ASSASSINATION,Delivery,AssassinationOrder
208,QUESTITEM_LIGHT_CASUALTIES,Delivery,CasualtyReport
209,QUESTITEM_LIGHT_RINGS,Delivery,RegimentalRings
210,QUESTITEM_HEAVY_MEDICAL,Delivery,MedicalSupplies
211,QUESTITEM_HEAVY_FIREBARREL,Delivery,SensitiveBarrels
212,QUESTITEM_CARAVAN_TRADEPACK_CAERLEON_LIGHT
213,QUESTITEM_CARAVAN_TRADEPACK_CAERLEON_MEDIUM
214,QUESTITEM_CARAVAN_TRADEPACK_CAERLEON_HEAVY
215,QUESTITEM_CARAVAN_TRADEPACK_SWAMP_LIGHT
216,QUESTITEM_CARAVAN_TRADEPACK_SWAMP_MEDIUM
217,QUESTITEM_CARAVAN_TRADEPACK_SWAMP_HEAVY
218,QUESTITEM_CARAVAN_TRADEPACK_FOREST_LIGHT
219,QUESTITEM_CARAVAN_TRADEPACK_FOREST_MEDIUM
220,QUESTITEM_CARAVAN_TRADEPACK_FOREST_HEAVY
221,QUESTITEM_CARAVAN_TRADEPACK_STEPPE_LIGHT
222,QUESTITEM_CARAVAN_TRADEPACK_STEPPE_MEDIUM
223,QUESTITEM_CARAVAN_TRADEPACK_STEPPE_HEAVY
224,QUESTITEM_CARAVAN_TRADEPACK_HIGHLAND_LIGHT
225,QUESTITEM_CARAVAN_TRADEPACK_HIGHLAND_MEDIUM
226,QUESTITEM_CARAVAN_TRADEPACK_HIGHLAND_HEAVY
227,QUESTITEM_CARAVAN_TRADEPACK_MOUNTAIN_LIGHT
228,QUESTITEM_CARAVAN_TRADEPACK_MOUNTAIN_MEDIUM
229,QUESTITEM_CARAVAN_TRADEPACK_MOUNTAIN_HEAVY
230,QUESTITEM_TOKEN_ARENA_UNRANKED,ArenaSigil
231,QUESTITEM_TOKEN_ARENA_CRYSTAL
232,QUESTITEM_TOKEN_AVALON,AvalonianEnergy
233,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_WINTER_EVENT
234,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_UNDEAD_RECRUITMENT
235,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_UNDEAD_RECRUITMENT
236,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_UNDEAD_RECRUITMENT
237,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_UNDEAD_RECRUITMENT
238,QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_UNDEAD_RECRUITMENT
239,QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_UNDEAD_RECRUITMENT
240,QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_UNDEAD_RECRUITMENT
241,QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_UNDEAD_RECRUITMENT
242,QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_UNDEAD_RECRUITMENT
243,QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_UNDEAD_RECRUITMENT
244,QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_UNDEAD_RECRUITMENT
245,QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_UNDEAD_RECRUITMENT
246,QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_UNDEAD_RECRUITMENT
247,QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_UNDEAD_RECRUITMENT
248,QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_UNDEAD_RECRUITMENT
249,QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_UNDEAD_RECRUITMENT
250,QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_UNDEAD_RECRUITMENT
251,QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_UNDEAD_RECRUITMENT
252,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_HERETIC_FISHYBUSINESS
253,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_HERETIC_FISHYBUSINESS
254,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_HERETIC_FISHYBUSINESS
255,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_HERETIC_FISHYBUSINESS
256,QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_HERETIC_FISHYBUSINESS
257,QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_HERETIC_FISHYBUSINESS
258,QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_HERETIC_FISHYBUSINESS
259,QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_HERETIC_FISHYBUSINESS
260,QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_HERETIC_FISHYBUSINESS
261,QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_HERETIC_FISHYBUSINESS
262,QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_HERETIC_FISHYBUSINESS
263,QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_HERETIC_FISHYBUSINESS
264,QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_HERETIC_FISHYBUSINESS
265,QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_HERETIC_FISHYBUSINESS
266,QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_HERETIC_FISHYBUSINESS
267,QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_HERETIC_FISHYBUSINESS
268,QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_HERETIC_FISHYBUSINESS
269,QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_HERETIC_FISHYBUSINESS
270,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_KEEPER_STONEWARS
271,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_KEEPER_STONEWARS
272,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_KEEPER_STONEWARS
273,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_KEEPER_STONEWARS
274,QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_KEEPER_STONEWARS
275,QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_KEEPER_STONEWARS
276,QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_KEEPER_STONEWARS
277,QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_KEEPER_STONEWARS
278,QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_KEEPER_STONEWARS
279,QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_KEEPER_STONEWARS
280,QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_KEEPER_STONEWARS
281,QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_KEEPER_STONEWARS
282,QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_KEEPER_STONEWARS
283,QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_KEEPER_STONEWARS
284,QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_KEEPER_STONEWARS
285,QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_KEEPER_STONEWARS
286,QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_KEEPER_STONEWARS
287,QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_KEEPER_STONEWARS
288,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_HERETIC_LUMBERCAMP
289,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_HERETIC_LUMBERCAMP
290,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_HERETIC_LUMBERCAMP
291,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_HERETIC_LUMBERCAMP
292,QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_HERETIC_LUMBERCAMP
293,QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_HERETIC_LUMBERCAMP
294,QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_HERETIC_LUMBERCAMP
295,QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_HERETIC_LUMBERCAMP
296,QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_HERETIC_LUMBERCAMP
297,QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_HERETIC_LUMBERCAMP
298,QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_HERETIC_LUMBERCAMP
299,QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_HERETIC_LUMBERCAMP
300,QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_HERETIC_LUMBERCAMP
301,QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_HERETIC_LUMBERCAMP
302,QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_HERETIC_LUMBERCAMP
303,QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_HERETIC_LUMBERCAMP
304,QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_HERETIC_LUMBERCAMP
305,QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_HERETIC_LUMBERCAMP
306,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
307,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
308,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
309,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
310,QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
311,QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
312,QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
313,QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
314,QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
315,QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
316,QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
317,QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
318,QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
319,QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
320,QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
321,QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
322,QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
323,QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_UNDEAD_SEWERSCRYPT
324,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_KEEPER_MUSHROOM
325,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_KEEPER_MUSHROOM
326,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_KEEPER_MUSHROOM
327,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_KEEPER_MUSHROOM
328,QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_KEEPER_MUSHROOM
329,QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_KEEPER_MUSHROOM
330,QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_KEEPER_MUSHROOM
331,QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_KEEPER_MUSHROOM
332,QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_KEEPER_MUSHROOM
333,QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_KEEPER_MUSHROOM
334,QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_KEEPER_MUSHROOM
335,QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_KEEPER_MUSHROOM
336,QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_KEEPER_MUSHROOM
337,QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_KEEPER_MUSHROOM
338,QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_KEEPER_MUSHROOM
339,QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_KEEPER_MUSHROOM
340,QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_KEEPER_MUSHROOM
341,QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_KEEPER_MUSHROOM
342,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_MORGANA_TRHEESISTERS
343,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_MORGANA_TRHEESISTERS
344,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_MORGANA_TRHEESISTERS
345,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_MORGANA_TRHEESISTERS
346,QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_MORGANA_TRHEESISTERS
347,QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_MORGANA_TRHEESISTERS
348,QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_MORGANA_TRHEESISTERS
349,QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_MORGANA_TRHEESISTERS
350,QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_MORGANA_TRHEESISTERS
351,QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_MORGANA_TRHEESISTERS
352,QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_MORGANA_TRHEESISTERS
353,QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_MORGANA_TRHEESISTERS
354,QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_MORGANA_TRHEESISTERS
355,QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_MORGANA_TRHEESISTERS
356,QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_MORGANA_TRHEESISTERS
357,QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_MORGANA_TRHEESISTERS
358,QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_MORGANA_TRHEESISTERS
359,QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_MORGANA_TRHEESISTERS
360,QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_UNDEAD_ETERNALBATTLE
361,QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_UNDEAD_ETERNALBATTLE
362,QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_UNDEAD_ETERNALBATTLE
363,QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_UNDEAD_ETERNALBATTLE
